Date,Nb_Cas_Cumulatif,Nb_Nvx_Cas,Nb_Cas_Actifs,Nb_Deces_Cumulatif_Total,Nb_Deces_Cumulatif_CHCHSLD,Nb_Deces_Cumulatif_RPA,Nb_Deces_Cumulatif_DomInc,Nb_Deces_Cumulatif_Autre,Nb_Nvx_Deces_Total,Nb_Nvx_Deces_CHCHSLD,Nb_Nvx_Deces_RPA,Nb_Nvx_Deces_DomInc,Nb_Nvx_Deces_Autre
2021-04-12,329034,1416,13922,10789,5681,2293,2258,557,6,3,1,2,0
2021-04-13,330564,1530,14270,10802,5682,2293,2269,558,13,1,0,11,1
2021-04-14,332080,1516,14527,10811,5683,2293,2277,558,9,1,0,8,0
2021-04-15,333763,1683,14614,10818,5684,2294,2281,559,7,1,1,4,1
2021-04-16,335220,1457,14385,10833,5685,2297,2292,559,15,1,3,11,0
2021-04-17,336514,1294,13992,10846,5687,2302,2298,559,13,2,5,6,0
2021-04-18,337539,1025,13319,10856,5689,2303,2305,559,10,2,1,7,0
2021-04-19,338728,1189,12847,10866,5692,2305,2310,559,10,3,2,5,0
2021-04-20,339951,1223,12637,10873,5692,2305,2317,559,7,0,0,7,0
2021-04-21,341148,1197,12457,10877,5693,2305,2320,559,4,1,0,3,0
2021-04-22,342242,1094,11996,10891,5695,2309,2327,560,14,2,4,7,1
2021-04-23,343161,919,11540,10899,5697,2310,2331,561,8,2,1,4,1
2021-04-24,344358,1197,11318,10911,5698,2311,2340,562,12,1,1,9,1
2021-04-25,345250,892,10821,10921,5700,2313,2345,563,10,2,2,5,1
2021-04-26,346219,969,10539,10930,5701,2314,2351,564,9,1,1,6,1
2021-04-27,347299,1080,10447,10943,5701,2315,2362,565,13,0,1,11,1
2021-04-28,348367,1068,10467,10955,5702,2318,2370,565,12,1,3,8,0
2021-04-29,349481,1114,10266,10967,5702,2321,2378,566,12,0,3,8,1
2021-04-30,350653,1172,10224,10974,5702,2322,2384,566,7,0,1,6,0
2021-05-01,351572,919,10034,10982,5702,2322,2392,566,8,0,0,8,0
2021-05-02,352349,777,9759,10989,5703,2323,2397,566,7,1,1,5,0
2021-05-03,353198,849,9514,10993,5703,2323,2401,566,4,0,0,4,0
2021-05-04,354105,907,9456,11003,5705,2323,2409,566,10,2,0,8,0
2021-05-05,354999,894,9440,11006,5705,2324,2410,567,3,0,1,1,1
2021-05-06,356036,1037,9345,11015,5706,2325,2417,567,9,1,1,7,0
2021-05-07,357042,1006,9301,11023,5707,2326,2423,567,8,1,1,6,0
2021-05-08,357855,813,8956,11031,5707,2326,2430,568,8,0,0,7,1
2021-05-09,358564,709,8629,11037,5707,2326,2435,569,6,0,0,5,1
2021-05-10,359235,671,8281,11040,5707,2327,2437,569,3,0,1,2,0
2021-05-11,360067,832,8294,11045,5708,2327,2441,569,5,1,0,4,0
2021-05-12,360924,857,8369,11051,5708,2329,2445,569,6,0,2,4,0
2021-05-13,361815,891,8288,11056,5710,2332,2445,569,5,2,3,0,0
2021-05-14,362605,790,8154,11060,5710,2333,2448,569,4,0,1,3,0
2021-05-15,363263,658,7899,11067,5711,2334,2453,569,7,1,1,5,0
2021-05-16,363818,555,7583,11075,5711,2334,2460,570,8,0,0,7,1
2021-05-17,364393,575,7290,11086,5711,2335,2468,572,11,0,1,8,2
2021-05-18,364976,583,7124,11093,5711,2338,2472,572,7,0,3,4,0
2021-05-19,365777,801,7256,11100,5711,2340,2477,572,7,0,2,5,0
2021-05-20,366452,675,7091,11105,5711,2341,2481,572,5,0,1,4,0
2021-05-21,367005,553,6839,11111,5711,2342,2486,572,6,0,1,5,0
2021-05-22,367499,494,6497,11118,5712,2342,2492,572,7,1,0,6,0
2021-05-23,367845,346,6085,11126,5712,2343,2498,573,8,0,1,6,1
2021-05-24,368224,379,5733,11129,5713,2343,2500,573,3,1,0,2,0
2021-05-25,368623,399,5524,11133,5713,2343,2504,573,4,0,0,4,0
2021-05-26,369080,457,5381,11138,5713,2343,2509,573,5,0,0,5,0
2021-05-27,369492,412,5136,11141,5713,2343,2512,573,3,0,0,3,0
2021-05-28,369890,398,4852,11143,5713,2345,2512,573,2,0,2,0,0
2021-05-29,370189,299,4522,11149,5713,2346,2516,574,6,0,1,4,1
2021-05-30,370461,272,4259,11149,5713,2346,2516,574,0,0,0,0,0
2021-05-31,370710,249,3930,11153,5713,2347,2519,574,4,0,1,3,0
2021-06-01,370992,282,3781,11158,5713,2349,2522,574,5,0,2,3,0
2021-06-02,371287,295,3655,11162,5714,2349,2525,574,4,1,0,3,0
2021-06-03,371556,269,3498,11166,5714,2349,2529,574,4,0,0,4,0
2021-06-04,371788,232,3201,11169,5714,2351,2530,574,3,0,2,1,0
2021-06-05,372000,212,2964,11174,5714,2351,2535,574,5,0,0,5,0
2021-06-06,372152,152,2740,11178,5714,2351,2539,574,4,0,0,4,0
2021-06-07,372315,163,2559,11183,5714,2354,2541,574,5,0,3,2,0
2021-06-08,372511,196,2445,11184,5714,2354,2542,574,1,0,0,1,0
2021-06-09,372665,154,2340,11185,5714,2354,2543,574,1,0,0,1,0
2021-06-10,372879,214,2255,11186,5714,2354,2544,574,1,0,0,1,0
2021-06-11,373039,160,2113,11188,5714,2355,2545,574,2,0,1,1,0
2021-06-12,373170,131,1967,11189,5714,2355,2546,574,1,0,0,1,0
2021-06-13,373288,118,1863,11193,5714,2355,2549,575,4,0,0,3,1
2021-06-14,373398,110,1744,11194,5714,2355,2550,575,1,0,0,1,0
2021-06-15,373572,174,1718,11194,5714,2355,2550,575,0,0,0,0,0
2021-06-16,373722,150,1690,11199,5714,2356,2553,576,5,0,1,3,1
2021-06-17,373876,154,1665,11201,5714,2356,2555,576,2,0,0,2,0
2021-06-18,374005,129,1604,11201,5714,2356,2555,576,0,0,0,0,0
2021-06-19,374090,85,1493,11203,5714,2356,2557,576,2,0,0,2,0
2021-06-20,374184,94,1422,11205,5714,2357,2558,576,2,0,1,1,0
2021-06-21,374277,93,1354,11207,5714,2358,2559,576,2,0,1,1,0
2021-06-22,374405,128,1314,11208,5714,2358,2560,576,1,0,0,1,0
2021-06-23,374484,79,1278,11209,5714,2359,2560,576,1,0,1,0,0
2021-06-24,374563,79,1185,11210,5714,2359,2561,576,1,0,0,1,0
2021-06-25,374667,104,1154,11212,5714,2359,2563,576,2,0,0,2,0
2021-06-26,374747,80,1090,11213,5714,2359,2564,576,1,0,0,1,0
2021-06-27,374796,49,1027,11214,5714,2359,2565,576,1,0,0,1,0
2021-06-28,374892,96,988,11215,5715,2359,2565,576,1,1,0,0,0
2021-06-29,374993,101,987,11216,5715,2359,2566,576,1,0,0,1,0
2021-06-30,375067,74,959,11217,5716,2359,2566,576,1,1,0,0,0
2021-07-01,375143,76,923,11218,5716,2360,2566,576,1,0,1,0,0
2021-07-02,375209,66,886,11219,5716,2361,2566,576,1,0,1,0,0
2021-07-03,375268,59,857,11219,5716,2361,2566,576,0,0,0,0,0
2021-07-04,375309,41,818,11220,5716,2361,2567,576,1,0,0,1,0
2021-07-05,375386,77,814,11220,5716,2361,2567,576,0,0,0,0,0
2021-07-06,375470,84,824,11221,5716,2362,2567,576,1,0,1,0,0
2021-07-07,375539,69,820,11221,5716,2362,2567,576,0,0,0,0,0
2021-07-08,375609,70,820,11221,5716,2362,2567,576,0,0,0,0,0
2021-07-09,375680,71,786,11221,5716,2362,2567,576,0,0,0,0,0
2021-07-10,375740,60,785,11222,5716,2362,2568,576,1,0,0,1,0
2021-07-11,375794,54,764,11224,5716,2362,2570,576,2,0,0,2,0
2021-07-12,375854,60,751,11224,5716,2362,2570,576,0,0,0,0,0
2021-07-13,375933,79,770,11225,5716,2362,2571,576,1,0,0,1,0
2021-07-14,376008,75,780,11225,5716,2362,2571,576,0,0,0,0,0
2021-07-15,376104,96,776,11226,5716,2362,2572,576,1,0,0,1,0
2021-07-16,376176,72,771,11226,5716,2362,2572,576,0,0,0,0,0
2021-07-17,376249,73,773,11226,5716,2362,2572,576,0,0,0,0,0
2021-07-18,376315,66,780,11227,5716,2362,2573,576,1,0,0,1,0
2021-07-19,376393,78,783,11227,5716,2362,2573,576,0,0,0,0,0
2021-07-20,376499,106,827,11228,5716,2362,2574,576,1,0,0,1,0
2021-07-21,376601,102,866,11229,5716,2362,2575,576,1,0,0,1,0
2021-07-22,376727,126,915,11231,5716,2363,2576,576,2,0,1,1,0
2021-07-23,376841,114,969,11231,5716,2363,2576,576,0,0,0,0,0
2021-07-24,376923,82,951,11231,5716,2363,2576,576,0,0,0,0,0
2021-07-25,376992,69,942,11231,5716,2363,2576,576,0,0,0,0,0
2021-07-26,377101,109,962,11231,5716,2363,2576,576,0,0,0,0,0
2021-07-27,377237,136,1021,11231,5716,2363,2576,576,0,0,0,0,0
2021-07-28,377369,132,1058,11231,5716,2363,2576,576,0,0,0,0,0
2021-07-29,377470,101,1053,11231,5716,2363,2576,576,0,0,0,0,0
2021-07-30,377692,222,1165,11231,5716,2363,2576,576,0,0,0,0,0
2021-07-31,377841,149,1202,11231,5716,2363,2576,576,0,0,0,0,0
2021-08-01,377975,134,1221,11231,5716,2363,2576,576,0,0,0,0,0
2021-08-02,378168,193,1301,11231,5716,2363,2576,576,0,0,0,0,0
2021-08-03,378362,194,1404,11232,5716,2363,2577,576,1,0,0,1,0
2021-08-04,378628,266,1573,11232,5716,2363,2577,576,0,0,0,0,0
2021-08-05,378923,295,1752,11232,5716,2363,2577,576,0,0,0,0,0
2021-08-06,379192,269,1895,11232,5716,2363,2577,576,0,0,0,0,0
2021-08-07,379442,250,2003,11232,5716,2363,2577,576,0,0,0,0,0
2021-08-08,379679,237,2060,11233,5716,2363,2578,576,1,0,0,1,0
2021-08-09,379975,296,2171,11234,5716,2363,2579,576,1,0,0,1,0
2021-08-10,380335,360,2350,11234,5716,2363,2579,576,0,0,0,0,0
2021-08-11,380761,426,2625,11234,5716,2363,2579,576,0,0,0,0,0
2021-08-12,381187,426,2802,11234,5716,2363,2579,576,0,0,0,0,0
2021-08-13,381590,403,2924,11235,5716,2363,2580,576,1,0,0,1,0
2021-08-14,381960,370,2984,11235,5716,2363,2580,576,0,0,0,0,0
2021-08-15,382314,354,3047,11235,5716,2363,2580,576,0,0,0,0,0
2021-08-16,382693,379,3139,11236,5716,2364,2580,576,1,0,1,0,0
2021-08-17,383106,413,3255,11236,5716,2364,2580,576,0,0,0,0,0
2021-08-18,383601,495,3500,11237,5716,2364,2581,576,1,0,0,1,0
2021-08-19,384143,542,3727,11237,5716,2364,2581,576,0,0,0,0,0
2021-08-20,384670,527,3914,11237,5716,2364,2581,576,0,0,0,0,0
2021-08-21,385064,394,3914,11240,5717,2366,2581,576,3,1,2,0,0
2021-08-22,385416,352,3842,11240,5717,2366,2581,576,0,0,0,0,0
2021-08-23,385853,437,3896,11240,5717,2366,2581,576,0,0,0,0,0
2021-08-24,386428,575,4098,11241,5717,2366,2582,576,1,0,0,1,0
2021-08-25,387059,631,4432,11241,5717,2366,2582,576,0,0,0,0,0
2021-08-26,387699,640,4605,11241,5717,2366,2582,576,0,0,0,0,0
2021-08-27,388226,527,4671,11241,5717,2366,2582,576,0,0,0,0,0
2021-08-28,388745,519,4655,11241,5717,2366,2582,576,0,0,0,0,0
2021-08-29,389149,404,4531,11242,5717,2366,2583,576,1,0,0,1,0
2021-08-30,389711,562,4645,11243,5717,2366,2584,576,1,0,0,1,0
2021-08-31,390391,680,4922,11245,5717,2366,2586,576,2,0,0,2,0
2021-09-01,391125,734,5267,11246,5717,2366,2587,576,1,0,0,1,0
2021-09-02,391876,751,5467,11246,5717,2366,2587,576,0,0,0,0,0
2021-09-03,392543,667,5515,11249,5717,2366,2590,576,3,0,0,3,0
2021-09-04,393188,645,5519,11249,5717,2366,2590,576,0,0,0,0,0
2021-09-05,393694,506,5529,11249,5717,2366,2590,576,0,0,0,0,0
2021-09-06,394257,563,5501,11253,5717,2366,2594,576,4,0,0,4,0
2021-09-07,394906,649,5732,11255,5717,2366,2596,576,2,0,0,2,0
2021-09-08,395688,782,6057,11258,5717,2366,2599,576,3,0,0,3,0
2021-09-09,396629,941,6297,11260,5717,2366,2601,576,2,0,0,2,0
2021-09-10,397551,922,6526,11262,5718,2366,2602,576,2,1,0,1,0
2021-09-11,398251,700,6491,11264,5718,2366,2604,576,2,0,0,2,0
2021-09-12,398866,615,6397,11267,5718,2366,2607,576,3,0,0,3,0
2021-09-13,399509,643,6347,11271,5719,2366,2609,577,4,1,0,2,1
2021-09-14,400262,753,6543,11272,5719,2366,2610,577,1,0,0,1,0
2021-09-15,401099,837,6754,11277,5719,2366,2615,577,5,0,0,5,0
2021-09-16,401941,842,6939,11279,5719,2366,2617,577,2,0,0,2,0
2021-09-17,402735,794,7021,11286,5719,2367,2623,577,7,0,1,6,0
2021-09-18,403445,710,6904,11288,5719,2367,2625,577,2,0,0,2,0
2021-09-19,404084,639,6634,11293,5719,2369,2628,577,5,0,2,3,0
2021-09-20,404684,600,6478,11297,5719,2371,2630,577,4,0,2,2,0
2021-09-21,405344,660,6516,11301,5719,2371,2634,577,4,0,0,4,0
2021-09-22,406109,765,6618,11305,5719,2373,2636,577,4,0,2,2,0
2021-09-23,406835,726,6607,11308,5720,2374,2637,577,3,1,1,1,0
2021-09-24,407621,786,6605,11312,5720,2375,2640,577,4,0,1,3,0
2021-09-25,408234,613,6500,11314,5721,2375,2641,577,2,1,0,1,0
2021-09-26,408712,478,6209,11316,5721,2376,2642,577,2,0,1,1,0
2021-09-27,409209,497,6027,11323,5723,2376,2647,577,7,2,0,5,0
2021-09-28,409813,604,5921,11326,5723,2376,2650,577,3,0,0,3,0
2021-09-29,410530,717,6055,11333,5723,2378,2655,577,7,0,2,5,0
2021-09-30,411131,601,5984,11338,5723,2379,2659,577,5,0,1,4,0
2021-10-01,411730,599,5839,11342,5723,2379,2663,577,4,0,0,4,0
2021-10-02,412185,455,5550,11346,5723,2379,2667,577,4,0,0,4,0
2021-10-03,412610,425,5274,11350,5723,2380,2670,577,4,0,1,3,0
2021-10-04,413070,460,5080,11352,5723,2381,2671,577,2,0,1,1,0
2021-10-05,413580,510,5089,11357,5723,2382,2675,577,5,0,1,4,0
2021-10-06,414166,586,5205,11363,5723,2385,2678,577,6,0,3,3,0
2021-10-07,414829,663,5264,11365,5723,2385,2680,577,2,0,0,2,0
2021-10-08,415432,603,5281,11368,5724,2386,2681,577,3,1,1,1,0
2021-10-09,415991,559,5268,11372,5724,2386,2685,577,4,0,0,4,0
2021-10-10,416403,412,5131,11373,5724,2386,2686,577,1,0,0,1,0
2021-10-11,416675,272,4907,11373,5724,2386,2686,577,0,0,0,0,0
